title,artist,link
Unknown (1955),Rosemary Gray Unknown ,https://collections.ed.ac.uk/art/record/53483?highlight=*:*
Peacock (Undated but found amongst ECA artworks from 1960s.),Carol Handyside Peacock ,https://collections.ed.ac.uk/art/record/21288?highlight=*:*
Oscillation Three (2015),Mark Osborne Oscillation Three ,https://collections.ed.ac.uk/art/record/53776?highlight=*:*
Reclining Male Nude (1956),Ballantyne Reclining Male Nude ,https://collections.ed.ac.uk/art/record/21244?highlight=*:*
The Thinker (1969),Marko Krsmanovic The Thinker ,https://collections.ed.ac.uk/art/record/21647?highlight=*:*
Bridge at Night,H. Livingstone Bridge at Night,https://collections.ed.ac.uk/art/record/22535?highlight=*:*
Scapa Flow (1982),Reinhard Behrens Scapa Flow ,https://collections.ed.ac.uk/art/record/21665?highlight=*:*
Winter Fence (1977),Alfons Bytautas Winter Fence ,https://collections.ed.ac.uk/art/record/21549?highlight=*:*
Untitled (1963),Janette Brown Untitled ,https://collections.ed.ac.uk/art/record/22008?highlight=*:*
Composition with Sinking Ship and Lightbulb (1986),David Hosie Composition with Sinking Ship and Lightbulb ,https://collections.ed.ac.uk/art/record/99529?highlight=*:*
Performing Labour in an Industrial Setting II (2020),Aisling Ward Oliver Harris Performing Labour in an Industrial Setting II ,https://collections.ed.ac.uk/art/record/113776?highlight=*:*
Oedipus is King (Circa 1964),Kirkland Main Oedipus is King ,https://collections.ed.ac.uk/art/record/122717?highlight=*:*
Figures by a canal (Circa 1987),John Picking Figures by a canal ,https://collections.ed.ac.uk/art/record/122740?highlight=*:*
Sitting Nude Woman (Circa 1975),Fiona G. Robertson Sitting Nude Woman ,https://collections.ed.ac.uk/art/record/123342?highlight=*:*
Gates of Paradise (1835),Clement Pappi Gates of Paradise ,https://collections.ed.ac.uk/art/record/20577?highlight=*:*
Portrait of a Woman (Pre 1949?),John Hunter Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21042?highlight=*:*
Unknown (Circa 1890),Unknown Unknown ,https://collections.ed.ac.uk/art/record/50468?highlight=*:*
Standing Male Nude (1953),James Martin Standing Male Nude ,https://collections.ed.ac.uk/art/record/20952?highlight=*:*
Untitled (1993),Esther Donaldson Untitled ,https://collections.ed.ac.uk/art/record/21625?highlight=*:*
Cola Bottle,Emma Gillies Cola Bottle,https://collections.ed.ac.uk/art/record/53735?highlight=*:*
Standing Boy with Four Ravens (1986-1987),Janice McNab Standing Boy with Four Ravens ,https://collections.ed.ac.uk/art/record/122970?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21999?highlight=*:*
November III (St Andrews) (1991),Wilhelmina Barns-Graham CBE HRSA HRSW November III ,https://collections.ed.ac.uk/art/record/54749?highlight=*:*
Untitled - Portrait of Red-Haired Woman (1965),Ian Paterson Untitled - Portrait of Red-Haired Woman ,https://collections.ed.ac.uk/art/record/99410?highlight=*:*
untitled (1984),David Hosie untitled ,https://collections.ed.ac.uk/art/record/112340?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50417?highlight=*:*
Untitled (2003),Sarah Jamieson Untitled ,https://collections.ed.ac.uk/art/record/99925?highlight=*:*
Standing Female Nude,Unknown Standing Female Nude,https://collections.ed.ac.uk/art/record/22730?highlight=*:*
Untitled (1962),Janette Brown Untitled ,https://collections.ed.ac.uk/art/record/99375?highlight=*:*
Untitled - Abstract Bridge and Ballons (1968),Alastair Burns Untitled - Abstract Bridge and Ballons ,https://collections.ed.ac.uk/art/record/99474?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21991?highlight=*:*
Untitled (1976),Ian Baillie Untitled ,https://collections.ed.ac.uk/art/record/21599?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie Walking the Wall ,https://collections.ed.ac.uk/art/record/21906?highlight=*:*
Untitled - Portrait of a Woman in a Hat (1974),Patricia M Leighton Untitled - Portrait of a Woman in a Hat ,https://collections.ed.ac.uk/art/record/99473?highlight=*:*
Portrait of a Woman (1954),David Ewans Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21215?highlight=*:*
Untitled (Unknown),Catherine Fairgrieve Untitled ,https://collections.ed.ac.uk/art/record/21721?highlight=*:*
Untitled (1967),Sam Rae Untitled ,https://collections.ed.ac.uk/art/record/21756?highlight=*:*
Step 2 (2013),Maria Hadam Step ,https://collections.ed.ac.uk/art/record/21307?highlight=*:*
Unknown (1947),Vivien Chapman Unknown ,https://collections.ed.ac.uk/art/record/50475?highlight=*:*
Snowy Landscape (1962),Geoffrey J Roper Snowy Landscape ,https://collections.ed.ac.uk/art/record/99368?highlight=*:*
Gem cabinet 4 (of 6) containing 43 medallions,Unknown Gem cabinet ,https://collections.ed.ac.uk/art/record/20618?highlight=*:*
Three Views of a Standing Woman (1949),Douglas Gordon Three Views of a Standing Woman ,https://collections.ed.ac.uk/art/record/21101?highlight=*:*
Untitled (1987),Henry Rodgers Untitled ,https://collections.ed.ac.uk/art/record/99799?highlight=*:*
Untitled,Unknown Untitled,https://collections.ed.ac.uk/art/record/102728?highlight=*:*
Acteon (1838),Sarti Acteon ,https://collections.ed.ac.uk/art/record/20582?highlight=*:*
Untitled (1996),Jennifer C. Lindsay Untitled ,https://collections.ed.ac.uk/art/record/21930?highlight=*:*
Untitled (1969),Richard Easson Untitled ,https://collections.ed.ac.uk/art/record/99829?highlight=*:*
Untitled (1955),Alan Bartram Untitled ,https://collections.ed.ac.uk/art/record/99827?highlight=*:*
Untitled (Unknown),David C Duke Untitled ,https://collections.ed.ac.uk/art/record/21987?highlight=*:*
Isobel L Alexander sampler (1944),Isobel L Alexander Isobel L Alexander sampler ,https://collections.ed.ac.uk/art/record/102668?highlight=*:*
Play-Areas (Unknown),Wendy McMurdo Play-Areas ,https://collections.ed.ac.uk/art/record/21597?highlight=*:*
Standing Male Nude with staff (1949-1952),Adam Robson Standing Male Nude with staff ,https://collections.ed.ac.uk/art/record/20812?highlight=*:*
Portrait of a Woman (1958),David Rifat Portrait of a Woman ,https://collections.ed.ac.uk/art/record/20872?highlight=*:*
Untitled (MAR 1997),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21928?highlight=*:*
Ship yard (1965),Helen M. Percy Ship yard ,https://collections.ed.ac.uk/art/record/102743?highlight=*:*
Standing Male Nude (1939),Heather Measham Standing Male Nude ,https://collections.ed.ac.uk/art/record/21137?highlight=*:*
Sitting Nude Woman (1961),Ann F Ward Sitting Nude Woman ,https://collections.ed.ac.uk/art/record/122888?highlight=*:*
Still Life,Gavin Robson Still Life,https://collections.ed.ac.uk/art/record/122713?highlight=*:*
Crucifixion (1952),John Picking Crucifixion ,https://collections.ed.ac.uk/art/record/122709?highlight=*:*
Inner Landscape (2006),Thipel Inner Landscape ,https://collections.ed.ac.uk/art/record/99990?highlight=*:*
Untitled,Unknown Untitled,https://collections.ed.ac.uk/art/record/102729?highlight=*:*
Nude Figure,Carolyn Wall Nude Figure,https://collections.ed.ac.uk/art/record/122773?highlight=*:*
No 98 (1960),John Johnstone No ,https://collections.ed.ac.uk/art/record/99207?highlight=*:*
Portrait of a Man with a Book,Irene G. Thomson Portrait of a Man with a Book,https://collections.ed.ac.uk/art/record/22655?highlight=*:*
Still Life Apples (1953),D. Gordon Campbell Still Life Apples ,https://collections.ed.ac.uk/art/record/22674?highlight=*:*
Momen (2005),Tadas Gindrenas Momen ,https://collections.ed.ac.uk/art/record/99901?highlight=*:*
Leith Docks,David McClure Leith Docks,https://collections.ed.ac.uk/art/record/122725?highlight=*:*
Untitled (1997),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21910?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson Abstract Composition with Fabric Collage,https://collections.ed.ac.uk/art/record/22511?highlight=*:*
Summer Composition 1967 (1967),Alan T. Johnston Summer Composition ,https://collections.ed.ac.uk/art/record/122689?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53625?highlight=*:*
Untitled (2002),Lisa Flett Untitled ,https://collections.ed.ac.uk/art/record/99926?highlight=*:*
Portrait of a Seated Man (1954),Edith Fraser Portrait of a Seated Man ,https://collections.ed.ac.uk/art/record/21208?highlight=*:*
Untitled (1968),Maureen Purcell Untitled ,https://collections.ed.ac.uk/art/record/22499?highlight=*:*
Untitled (1960),Robert L Snowden Untitled ,https://collections.ed.ac.uk/art/record/21538?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21793?highlight=*:*
Unknown (1950),James Bowman Unknown ,https://collections.ed.ac.uk/art/record/50611?highlight=*:*
Unknown,Elizabeth Blackadder Unknown,https://collections.ed.ac.uk/art/record/50638?highlight=*:*
Reclining Female Nude (14 DEC 1952),Llewella Brayne Reclining Female Nude ,https://collections.ed.ac.uk/art/record/20940?highlight=*:*
Seed and the Rock (1953),Gabor Peterdi Seed and the Rock ,https://collections.ed.ac.uk/art/record/21659?highlight=*:*
Seated Male Nude with Blanket (1959),W Campbell Seated Male Nude with Blanket ,https://collections.ed.ac.uk/art/record/20972?highlight=*:*
Female Nude (1956),Moira E. Brown Female Nude ,https://collections.ed.ac.uk/art/record/122749?highlight=*:*
Portrait of a Man,M Ledgerwood Portrait of a Man,https://collections.ed.ac.uk/art/record/21504?highlight=*:*
Study of Three Skeletons (Circa 1961),William O. Little Study of Three Skeletons ,https://collections.ed.ac.uk/art/record/99268?highlight=*:*
Donald Douglas (Actor) (1954),Mary C. A. Edmond Donald Douglas ,https://collections.ed.ac.uk/art/record/122959?highlight=*:*
Car Crash,Tim Stott Car Crash,https://collections.ed.ac.uk/art/record/93373?highlight=*:*
Unknown (1946),Norma Forrest Unknown ,https://collections.ed.ac.uk/art/record/50591?highlight=*:*
Unknown (1960),Hugh Deans Unknown ,https://collections.ed.ac.uk/art/record/53574?highlight=*:*
Portrait of a Man (possibly),Claudia Petretti Portrait of a Man ,https://collections.ed.ac.uk/art/record/21441?highlight=*:*
Untitled (2007),Rita Marhaug Untitled ,https://collections.ed.ac.uk/art/record/99979?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce Untitled - Figure Drawing of A Nude Woman Lying Down ,https://collections.ed.ac.uk/art/record/99278?highlight=*:*
Still Life Lobster Creel (1965),Helen M. Percy Still Life Lobster Creel ,https://collections.ed.ac.uk/art/record/122870?highlight=*:*
Untitled (1971),Alan Brown Untitled ,https://collections.ed.ac.uk/art/record/22020?highlight=*:*
Untitled - Figures and Bicycles in the City (1965-1966),James B. Thomson Untitled - Figures and Bicycles in the City ,https://collections.ed.ac.uk/art/record/99450?highlight=*:*
La Messe de Minuit - Église St Eustache (1963),Ann F Ward La Messe de Minuit - ,https://collections.ed.ac.uk/art/record/99342?highlight=*:*
The Fruitstand (Unknown),Elizabeth Gourlay The Fruitstand ,https://collections.ed.ac.uk/art/record/21777?highlight=*:*
Seated Female Nude (1954),Ruth Illingworth Seated Female Nude ,https://collections.ed.ac.uk/art/record/20935?highlight=*:*
Unknown (1993),Rolandos Rimkunas Unknown ,https://collections.ed.ac.uk/art/record/99851?highlight=*:*
Pale Brushstrokes,Unknown Pale Brushstrokes,https://collections.ed.ac.uk/art/record/122759?highlight=*:*
Opuntia Lencotricha (1993-1994),Jane Watt Opuntia Lencotricha ,https://collections.ed.ac.uk/art/record/99457?highlight=*:*
Still Life with Teapot (1952),Mollie E N Langlands Still Life with Teapot ,https://collections.ed.ac.uk/art/record/22662?highlight=*:*
Untitled (2007),Jon McNaught Untitled ,https://collections.ed.ac.uk/art/record/99890?highlight=*:*
Portrait of a Woman (1957-1958),Hillary Lewis Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21161?highlight=*:*
Untitled (Unknown),Zo,https://collections.ed.ac.uk/art/record/21619?highlight=*:*
Composition with Hanging Black Jacket and Skirt (1987),Margaret June Redfern Composition with Hanging Black Jacket and Skirt ,https://collections.ed.ac.uk/art/record/122791?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21903?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21870?highlight=*:*
Portrait of a Young Boy (1956),David McClure Portrait of a Young Boy ,https://collections.ed.ac.uk/art/record/21334?highlight=*:*
Abstract (Circa 1965),James B. Thomson Abstract ,https://collections.ed.ac.uk/art/record/21402?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53622?highlight=*:*
Portrait of a Man (1968),Charles Ian Patterson Portrait of a Man ,https://collections.ed.ac.uk/art/record/21321?highlight=*:*
Unknown (20 FEB 1956),James C. Y. Gavin Unknown ,https://collections.ed.ac.uk/art/record/53494?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53649?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53648?highlight=*:*
Portrait of a Man (1953),Andrew Restall Portrait of a Man ,https://collections.ed.ac.uk/art/record/20945?highlight=*:*
River Scene with Boats (Circa 1954),Valerie M. Fraser River Scene with Boats ,https://collections.ed.ac.uk/art/record/122891?highlight=*:*
Untitled (Unknown),Alison Williams Untitled ,https://collections.ed.ac.uk/art/record/21944?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie Porcus Omnivorous ,https://collections.ed.ac.uk/art/record/21960?highlight=*:*
Portrait of a Woman (1952),Dorothy H. N. Forrest Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21202?highlight=*:*
Untitled (1981),Jane Fairclough Untitled ,https://collections.ed.ac.uk/art/record/21591?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton Portrait of Standing Woman wearing Overalls ,https://collections.ed.ac.uk/art/record/20889?highlight=*:*
Untitled (2007),Esther McGreggor Untitled ,https://collections.ed.ac.uk/art/record/99895?highlight=*:*
Performing Labour: a guide to creative resistance (2020),Aisling Ward Performing Labour,https://collections.ed.ac.uk/art/record/113779?highlight=*:*
Unknown,Josephine Ganter Unknown,https://collections.ed.ac.uk/art/record/53569?highlight=*:*
Portrait of a Man (1964),Kirkland Main Portrait of a Man ,https://collections.ed.ac.uk/art/record/102658?highlight=*:*
Trying to be So Quiet,Nicola M. Wheal Trying to be So Quiet,https://collections.ed.ac.uk/art/record/122902?highlight=*:*
Modesty vest,Unknown Modesty vest,https://collections.ed.ac.uk/art/record/102682?highlight=*:*
Seated Woman in Red and Green Dress (1966),Unknown Seated Woman in Red and Green Dress ,https://collections.ed.ac.uk/art/record/122766?highlight=*:*
Relic of Origins: Red Deer (2013),Kyle Noble Relic of Origins,https://collections.ed.ac.uk/art/record/21305?highlight=*:*
Untitled,Jean M. A. Conacher Untitled,https://collections.ed.ac.uk/art/record/112354?highlight=*:*
Reclining Female Nude (1967),Helen Pollock Reclining Female Nude ,https://collections.ed.ac.uk/art/record/20772?highlight=*:*
144 (2015),Mark Osborne ,https://collections.ed.ac.uk/art/record/53774?highlight=*:*
Untitled (2014),Rachel Hill Untitled ,https://collections.ed.ac.uk/art/record/47451?highlight=*:*
Volterra (Circa 1920),William Crozier ,https://collections.ed.ac.uk/art/record/21179?highlight=*:*
Part of petticoat,Unknown Part of petticoat,https://collections.ed.ac.uk/art/record/100004?highlight=*:*
Unknown,Colin Brown Unknown,https://collections.ed.ac.uk/art/record/53565?highlight=*:*
Unknown (1952),Maureen Baird Unknown ,https://collections.ed.ac.uk/art/record/50623?highlight=*:*
Seated Female Nude (1955),Jean Fraser Seated Female Nude ,https://collections.ed.ac.uk/art/record/21195?highlight=*:*
Privata Care (2016),Natalie Howlett Privata Care ,https://collections.ed.ac.uk/art/record/99237?highlight=*:*
Cantilever Ring (2013),Sally Morrison Cantilever Ring ,https://collections.ed.ac.uk/art/record/21310?highlight=*:*
Still Life Table (Circa 1965),Roy M. W. Cameron Still Life Table ,https://collections.ed.ac.uk/art/record/22616?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
Unknown,Ian Paterson Unknown,https://collections.ed.ac.uk/art/record/53548?highlight=*:*
Figure with Hanging Clothes (1971),Dorothy W. Baillie Figure with Hanging Clothes ,https://collections.ed.ac.uk/art/record/22553?highlight=*:*
